ts,consumer1,consumer2
2019-02-01 01:13:20,156.537129,165.3874287
2019-02-01 01:13:30,154.9954552,158.3807821
2019-02-01 01:13:40,162.8008805,159.024754
2019-02-01 01:13:50,154.7172119,161.8058629
2019-02-01 01:14:00,141.4067948,151.5600917
2019-02-01 01:14:10,157.1049039,162.2890149
2019-02-01 01:14:20,147.4886171,160.6906844
2019-02-01 01:14:30,138.2749589,159.1080938
2019-02-01 01:14:40,147.8487746,155.2649593
2019-02-01 01:14:50,142.2040759,157.1967615
2019-02-01 01:15:00,140.8035495,154.2023437
2019-02-01 01:15:10,158.411628,175.3567055
2019-02-01 01:15:20,171.6332891,161.8814068
2019-02-01 01:15:30,167.5422754,170.4840752
2019-02-01 01:15:40,165.8921934,165.212607
2019-02-01 01:15:50,158.064939,160.1758742
2019-02-01 01:16:00,168.5225714,163.2834883
2019-02-01 01:16:10,154.0244496,159.0169806
2019-02-01 01:16:20,152.5074949,158.7735273
2019-02-01 01:16:30,160.5086255,158.4059245
2019-02-01 01:16:40,158.9278062,140.6946029
2019-02-01 01:16:50,157.3625544,139.3089267
2019-02-01 01:17:00,148.3737213,167.0570215
2019-02-01 01:17:10,159.9880813,154.4084539
2019-02-01 01:17:20,147.6970155,152.8877076
2019-02-01 01:17:30,151.4187178,160.549859
2019-02-01 01:17:40,153.3394306,161.0939345
2019-02-01 01:17:50,158.5627425,168.7843301
2019-02-01 01:18:00,157.0010746,160.0765469
2019-02-01 01:18:10,155.4547858,160.5603437
2019-02-01 01:18:20,144.9511242,161.5069221
2019-02-01 01:18:30,143.5235112,148.1877991
2019-02-01 01:18:40,141.2449159,146.4305909
2019-02-01 01:18:50,153.6806055,156.020197
2019-02-01 01:19:00,145.2982893,154.4835607
2019-02-01 01:19:10,138.7194385,152.962057
2019-02-01 01:19:20,148.6140481,155.5979956
2019-02-01 01:19:30,146.8716251,152.9933494
2019-02-01 01:19:40,134.2361208,151.486518
2019-02-01 01:19:50,143.9933369,146.2203949
2019-02-01 01:20:00,150.0398108,151.5732461
2019-02-01 01:20:10,144.0227824,141.682718
2019-02-01 01:20:20,142.6042962,140.2872791
2019-02-01 01:20:30,136.8854505,129.506851
2019-02-01 01:20:40,146.6292789,154.6415951
2019-02-01 01:20:50,145.1851167,153.1185189
2019-02-01 01:21:00,141.4654546,135.3185593
2019-02-01 01:21:10,150.1471869,149.9241395
2019-02-01 01:21:20,148.6683718,148.8996849
2019-02-01 01:21:30,135.8782761,136.089689
2019-02-01 01:21:40,144.444183,151.0736088
2019-02-01 01:21:50,143.0215329,144.6292201
2019-02-01 01:22:00,141.6128933,138.2514204
2019-02-01 01:22:10,141.6273534,138.6521782
2019-02-01 01:22:20,147.2792987,144.4743486
2019-02-01 01:22:30,134.608698,143.0513955
2019-02-01 01:22:40,144.2471872,151.3490199
2019-02-01 01:22:50,150.0036779,151.364468
2019-02-01 01:23:00,141.9709482,160.598881
2019-02-01 01:23:10,140.5726456,147.1835484
2019-02-01 01:23:20,127.3318636,145.171352
2019-02-01 01:23:30,142.0571022,160.443922
2019-02-01 01:23:40,140.6374369,146.6407435
2019-02-01 01:23:50,139.2624672,151.2779674
2019-02-01 01:24:00,148.7015257,150.5559415
2019-02-01 01:24:10,130.7063137,149.8352271
2019-02-01 01:24:20,129.4189495,136.9447213
2019-02-01 01:24:30,144.6949718,143.9209221
2019-02-01 01:24:40,133.5757981,155.461308
2019-02-01 01:24:50,132.2601674,142.0867793
2019-02-01 01:25:00,134.8710286,141.4951938
2019-02-01 01:25:10,143.3136428,141.5096154
2019-02-01 01:25:20,144.7687332,151.2475219
2019-02-01 01:25:30,132.3140944,149.7578306
2019-02-01 01:25:40,136.4982507,134.8414759
2019-02-01 01:25:50,141.4488759,150.6300988
2019-02-01 01:26:00,132.9609638,149.146484
2019-02-01 01:26:10,129.7469373,136.3152161
2019-02-01 01:26:20,157.1796138,154.8766108
2019-02-01 01:26:30,144.01777,143.8242879
2019-02-01 01:26:40,142.5992768,137.8860093
2019-02-01 01:26:50,138.3521338,147.5113006
2019-02-01 01:27:00,136.989441,147.7341423
2019-02-01 01:27:10,135.6401686,142.9438803
2019-02-01 01:27:20,148.4381194,146.0881321
2019-02-01 01:27:30,154.3618133,146.1030006
2019-02-01 01:27:40,142.4997586,150.2222484
2019-02-01 01:27:50,141.0962067,143.7908653
2019-02-01 01:28:00,130.2535552,143.4123198
2019-02-01 01:28:10,143.3421451,155.2098509
2019-02-01 01:28:20,135.2440858,151.9009385
2019-02-01 01:28:30,131.7215844,143.6800428
2019-02-01 01:28:40,132.5357395,152.0262678
2019-02-01 01:28:50,126.7053779,156.5200741
2019-02-01 01:29:00,125.4573837,143.0544213
2019-02-01 01:29:10,135.9102472,146.3549565
2019-02-01 01:29:20,132.0526804,144.5215365
2019-02-01 01:29:30,130.7520135,143.0980562
2019-02-01 01:29:40,127.1481378,132.6215417
2019-02-01 01:29:50,130.7785937,134.0020018
2019-02-01 01:30:00,129.490472,127.8810814
2019-02-01 01:30:10,181.75638,157.8595349
2019-02-01 01:30:20,174.3595959,159.1886051
2019-02-01 01:30:30,169.2327439,145.0215123
2019-02-01 01:30:40,167.5658559,143.5930971
2019-02-01 01:30:50,161.6382654,142.1787498
2019-02-01 01:31:00,160.3756372,157.1573497
2019-02-01 01:31:10,158.7959839,143.6368518
2019-02-01 01:31:20,157.2318881,142.6562668
2019-02-01 01:31:30,165.149754,156.0331465
2019-02-01 01:31:40,159.2301315,147.8319263
2019-02-01 01:31:50,153.748291,146.3758188
2019-02-01 01:32:00,170.5493712,149.6453409
2019-02-01 01:32:10,171.2756082,149.7442299
2019-02-01 01:32:20,156.5404827,148.2692822
2019-02-01 01:32:30,166.023212,148.6335982
2019-02-01 01:32:40,167.6601777,147.9465539
2019-02-01 01:32:50,173.5156983,157.4619661
2019-02-01 01:33:00,164.7895876,143.9152453
2019-02-01 01:33:10,166.6577556,145.2546284
2019-02-01 01:33:20,155.3969943,149.4318203
